,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
36583,66.0,0.129,0.64,195173.0,0.83,0.0,0.29,-5.43,0.0652,9500399999999990.0000000000,0.62,hard
39630,73.0,0.615,0.467,320267.0,0.324,0.0248,0.11800000000000001,-10450999999999900.0000000000,0.0255,94301.0000000000,0.166,hard
38121,52.0,0.386,0.691,256800.0,0.551,0.00115,0.223,-8984.0000000000,0.0389,93979.0000000000,0.654,hard
35074,64.0,0.303,0.3989999999999999,445187.0,0.467,0.0186,0.124,-11763.0000000000,0.0284,11995296059529000.0000000000,0.525,hard
35864,64.0,0.35,0.764,174627.0,0.6459999999999999,0.0,0.0823,-9349.0000000000,0.0305,116115.0000000000,0.8859999999999999,hard
37758,62.0,96200000000.0000000000,0.623,162293.0,0.983,0.0617,0.261,-3548.0000000000,0.151,134975.0000000000,0.271,hard
36637,59.0,0.0017699999999999,0.568,197933.0,0.871,0.0004059999999999,0.36,-5235.0000000000,0.0494,133064.0000000000,0.693,hard
36655,56.0,0.392,0.48200000000000004,323707.0,0.55,0.0208,0.111,-4485.0000000000,0.0267,114435.0000000000,0.353,hard
38865,51.0,0.005370000000000001,0.507,231133.0,0.6859999999999999,0.0,0.124,-4974.0000000000,0.0401,11995296059529000.0000000000,0.389,hard
38111,67.0,0.175,0.386,363114.0,0.562,9.17e-06,0.209,-4363.0000000000,0.03,72945.0000000000,0.228,hard
36079,61.0,0.498,0.523,241507.0,0.366,0.0,0.094,-14069.0000000000,0.0331,142814.0000000000,0.29100000000000004,hard
39006,66.0,0.106,0.66,200227.0,0.799,0.0,0.154,-4644.0000000000,0.0995,12596600000000000.0000000000,0.475,hard
35792,55.0,0.475,0.581,151093.0,0.41,203999999999.9990000000,0.0746,-12617.0000000000,0.0303,129175.0000000000,0.6970000000000001,hard
37610,65.0,0.527,0.773,264600.0,0.794,0.000354,0.113,-4954.0000000000,0.0326,10114299999999900.0000000000,0.907,hard
38635,62.0,0.0513,0.395,211453.0,0.8959999999999999,0.00396,0.14,-4262.0000000000,0.0351,101867.0000000000,0.35,hard
37126,60.0,0.212,0.6609999999999999,206520.0,0.743,2.04e-06,0.0981,-7.76,0.0334,106045.0000000000,0.897,hard
36879,62.0,0.0208,0.575,249813.0,0.478,1.11e-05,0.14400000000000002,-5517.0000000000,0.0314,12596799999999900.0000000000,0.297,hard
35816,57.0,0.0025399999999999,0.306,232533.0,0.985,0.626,0.13,-6687.0000000000,0.0822,133963.0000000000,0.255,hard
35392,63.0,0.0414,0.325,153160.0,0.872,0.0,0.478,-2535.0000000000,0.1009999999999999,199842.0000000000,0.7440000000000001,hard
37887,61.0,0.14800000000000002,0.701,462267.0,0.7879999999999999,0.625,0.0977,-56110000000000000.0000000000,0.0425,142584.0000000000,0.795,hard
36180,73.0,0.00024300000000000002,0.431,-1.0,0.914,0.0096,0.502,-4243.0000000000,0.0616,147108.0000000000,0.534,hard
38202,55.0,0.17800000000000002,0.687,242347.0,0.6509999999999999,0.008790000000000001,0.149,-66960000000000000.0000000000,0.0255,11993700000000000.0000000000,0.514,hard
37628,75.0,0.0364,0.4539999999999999,212689.0,0.66,0.0,0.18100000000000002,-4357.0000000000,0.168,18435299999999900.0000000000,0.568,hard
36356,53.0,0.00277,0.612,242773.0,0.6659999999999999,0.0,0.28600000000000003,-58660000000000000.0000000000,0.0317,12004799999999900.0000000000,0.353,hard
35415,62.0,0.0175,0.409,221093.0,0.7609999999999999,0.0,0.114,-45139999999999900.0000000000,0.031,155901.0000000000,0.271,hard
39217,63.0,322000000000.0000000000,0.47,215120.0,0.885,0.196,0.1689999999999999,-7224.0000000000,0.0354,138153.0000000000,0.79,hard
35114,52.0,0.0070599999999999,0.5720000000000001,215080.0,0.868,0.0,0.121,-4833.0000000000,0.047,11801100000000000.0000000000,0.248,hard
40000,65.0,0.171,0.444,145640.0,0.943,6.59e-06,0.297,-37239999999999900.0000000000,0.10400000000000001,125896.0000000000,0.41100000000000003,hard
38434,68.0,0.221,0.588,278441.0,0.301,0.00236,0.128,-14979000000000000.0000000000,0.0294,112458.0000000000,0.19,hard
37814,67.0,0.000531,0.502,229928.0,0.685,1.61e-06,0.0923,-5847.0000000000,0.0283,81978.0000000000,0.574,hard
37599,56.0,0.271,0.578,254493.0,0.738,0.0,0.0651,-4109.0000000000,0.0427,81962.0000000000,0.35200000000000004,hard
37841,51.0,0.000488,0.488,187853.0,0.879,1.19e-06,0.14,-33289999999999900.0000000000,0.0393,86986.0000000000,0.557,hard
37377,66.0,0.188,0.69,190280.0,0.7979999999999999,0.0,0.111,-3347.0000000000,0.039,9296700000000000.0000000000,0.645,hard
36240,53.0,0.0344,0.479,245333.0,0.718,0.0,0.282,-4271.0000000000,0.0368,149576.0000000000,0.3979999999999999,hard
37151,59.0,0.31,0.47600000000000003,283133.0,0.331,2.82e-06,0.172,-14884.0000000000,0.0305,13057399999999900.0000000000,0.24,hard
39980,59.0,0.000386,0.542,183480.0,0.9390000000000001,3.85e-06,0.0931,-4166.0000000000,0.0822,129983.0000000000,0.256,hard
35604,55.0,0.16,0.525,257346.0,0.501,0.025,0.146,-14192.0000000000,0.0318,108291.0000000000,0.3329999999999999,hard
36439,50.0,0.6659999999999999,0.624,369947.0,0.511,0.204,0.0662,-10745999999999900.0000000000,0.0281,144049.0000000000,0.713,hard
40001,53.0,0.00358,0.765,460493.0,0.397,0.715,0.1169999999999999,-10538.0000000000,0.0359,123.89,0.15,hard
35543,75.0,0.5820000000000001,0.6509999999999999,202920.0,0.708,0.0,0.0796,-4791.0000000000,0.0376,119964.0000000000,0.5579999999999999,hard
35726,52.0,0.10800000000000001,0.397,224027.0,0.507,0.11800000000000001,0.109,-11765999999999900.0000000000,0.0358,117971.0000000000,0.3429999999999999,hard
39415,57.0,0.242,0.562,181827.0,0.7979999999999999,0.0,0.1119999999999999,-3873.0000000000,0.0311,14397899999999900.0000000000,0.579,hard
36877,52.0,0.0175,0.672,505093.0,0.792,0.0119,0.313,-6436.0000000000,0.0333,146907.0000000000,0.649,hard
37850,65.0,0.222,0.332,474360.0,0.623,0.000883,0.278,-12365.0000000000,0.0803,182.63,0.41600000000000004,hard
37058,59.0,0.228,0.573,233587.0,0.6559999999999999,0.0,0.0651,-5954.0000000000,0.0562,8195200000000000.0000000000,0.6679999999999999,hard
37912,52.0,582999999999.9990000000,0.387,227400.0,0.8859999999999999,0.275,0.2189999999999999,-6981.0000000000,0.0617,176426.0000000000,0.757,hard
37259,58.0,0.515,0.47100000000000003,284840.0,0.35700000000000004,0.0036299999999999,0.114,-11333.0000000000,0.0283,138255.0000000000,0.278,hard
38917,61.0,0.0774,0.486,198763.0,0.892,0.0,0.0532,-3529.0000000000,0.0606,72984.0000000000,0.361,hard
35182,60.0,4.85e-05,0.518,189787.0,0.718,0.244,0.25,-4355.0000000000,0.0343,12759299999999900.0000000000,0.531,hard
37895,54.0,0.0822,0.628,224382.0,0.584,0.433,0.298,-8.03,0.0284,112.0,0.335,hard
38678,57.0,0.0929,0.68,186800.0,0.7979999999999999,0.0,0.0746,-4978.0000000000,0.1159999999999999,11698899999999900.0000000000,0.594,hard
35085,53.0,0.0698,0.757,192414.0,0.72,144999999999.9990000000,0.1119999999999999,-5644.0000000000,0.0425,12196799999999900.0000000000,0.96,hard
37566,54.0,0.424,0.669,269323.0,0.517,0.0,0.155,-5.97,0.0345,140931.0000000000,0.354,hard
36728,57.0,0.0164,0.638,191126.0,0.682,1.09e-05,0.457,-3798.0000000000,0.0526,142977.0000000000,0.20600000000000002,hard
36622,61.0,0.0214,0.426,271533.0,0.805,0.0,0.0951,-58279999999999900.0000000000,0.0398,88088.0000000000,0.2189999999999999,hard
36659,62.0,0.0316,0.5579999999999999,213653.0,0.8959999999999999,0.0,0.528,-3687.0000000000,0.0545,90064.0000000000,0.63,hard
37333,59.0,0.507,0.581,116160.0,0.821,0.0,0.10800000000000001,-4387.0000000000,0.0318,136145.0000000000,0.968,hard
39618,50.0,0.0193,0.40700000000000003,205587.0,0.821,2.06e-06,0.36,-4987.0000000000,0.0657,99814.0000000000,0.61,hard
35226,57.0,0.402,0.498,-1.0,0.8059999999999999,5.74e-06,0.525,-5284.0000000000,0.0265,11995296059529000.0000000000,0.664,hard
35098,52.0,0.0038399999999999,0.544,210080.0,0.625,0.00657,0.0889,-67970000000000000.0000000000,0.0342,75243.0000000000,0.43,hard
37614,61.0,0.517,0.6679999999999999,228747.0,0.47700000000000004,0.446,0.139,-8709.0000000000,0.0358,88005.0000000000,0.0966,hard
38387,77.0,0.381,0.66,-1.0,0.3829999999999999,0.0,0.11900000000000001,-9377.0000000000,0.0304,83096.0000000000,0.381,hard
39420,48.0,0.0185,0.3279999999999999,574000.0,0.479,0.682,0.268,-13335999999999900.0000000000,0.0313,119596.0000000000,0.0569,hard
36402,65.0,0.858,0.654,134400.0,0.336,0.385,0.0786,-12825.0000000000,0.0379,176083.0000000000,0.9470000000000001,hard
39691,56.0,0.0407,0.569,178555.0,0.625,0.0113,0.536,-74289999999999900.0000000000,0.0273,11995296059529000.0000000000,0.502,hard
36297,82.0,0.0021,0.5920000000000001,329733.0,0.767,0.00165,0.127,-27880000000000000.0000000000,0.027000000000000003,9648299999999990.0000000000,0.3279999999999999,hard
37169,55.0,0.121,0.625,218867.0,0.826,0.0,0.158,-5037.0000000000,0.0325,99919.0000000000,0.6990000000000001,hard
37944,66.0,0.0874,0.525,252280.0,0.741,0.147,0.1169999999999999,-5643.0000000000,0.0311,117031.0000000000,0.179,hard
38673,56.0,0.0116,0.528,208067.0,0.888,0.762,0.154,-6039.0000000000,0.0326,145971.0000000000,0.897,hard
35817,67.0,0.0999,0.4029999999999999,240933.0,0.777,3.28e-06,0.124,-6416.0000000000,0.0354,76329.0000000000,0.149,hard
36263,53.0,0.7440000000000001,0.366,498147.0,0.35700000000000004,196999999999.9990000000,0.11,-6227.0000000000,0.0342,11890100000000000.0000000000,0.1169999999999999,hard
35894,77.0,0.3229999999999999,0.606,182493.0,0.652,0.0,0.201,-6982.0000000000,0.0281,97155.0000000000,0.47600000000000003,hard
36456,60.0,0.034,0.521,215973.0,0.9329999999999999,2.07e-05,0.33,-4874.0000000000,0.179,169842.0000000000,0.607,hard
38321,64.0,0.0299,0.57,222573.0,0.83,0.0,0.14800000000000002,-5096.0000000000,0.0579,155014.0000000000,0.765,hard
37564,58.0,0.0196,0.439,246827.0,0.9079999999999999,0.0054,0.1369999999999999,-4.08,0.0649,11995296059529000.0000000000,0.35100000000000003,hard
38579,55.0,0.00698,0.581,234013.0,0.5660000000000001,2.93e-06,0.0968,-8169.0000000000,0.0357,83904.0000000000,0.449,hard
37685,71.0,0.0771,0.7120000000000001,287733.0,0.9670000000000001,0.0,0.35600000000000004,-5206.0000000000,0.047,145024.0000000000,0.895,hard
39656,55.0,0.324,0.705,191280.0,0.813,0.0,0.34700000000000003,-4522.0000000000,0.1159999999999999,11995296059529000.0000000000,0.843,hard
39816,68.0,0.514,0.4579999999999999,342493.0,0.486,0.0,0.574,-8147.0000000000,0.0258,72484.0000000000,0.363,hard
39684,58.0,0.0073,0.491,249067.0,0.738,0.0,0.295,-6.73,0.0571,162003.0000000000,0.524,hard
37969,59.0,0.045,0.624,199767.0,0.5479999999999999,0.0001699999999999,0.11,-66579999999999900.0000000000,0.0318,91973.0000000000,0.36700000000000005,hard
37677,65.0,0.0152,0.465,217824.0,0.917,0.02,0.28600000000000003,-6331.0000000000,0.237,155061.0000000000,0.39,hard
35566,57.0,0.0218,0.456,257960.0,0.508,0.0,0.237,-14339.0000000000,0.0402,11995296059529000.0000000000,0.5529999999999999,hard
37783,55.0,0.83,0.387,-1.0,0.1939999999999999,0.00145,0.131,-10829.0000000000,0.031,121.7,0.0862,hard
37953,60.0,0.051,0.4429999999999999,267906.0,0.778,0.0,0.267,-3037.0000000000,0.0328,14804399999999900.0000000000,0.418,hard
37822,63.0,0.0004669999999999,0.617,254510.0,0.7040000000000001,133000000000.0000000000,0.326,-6835.0000000000,0.0301,99804.0000000000,0.358,hard
37763,64.0,0.794,0.39,330533.0,0.31,0.0,0.379,-14545.0000000000,0.0676,177515.0000000000,0.584,hard
36761,60.0,0.138,0.516,-1.0,0.745,0.0,0.114,-56739999999999900.0000000000,0.0381,11995296059529000.0000000000,0.77,hard
35729,54.0,0.00017900000000000001,0.5870000000000001,396333.0,0.613,0.151,0.17800000000000002,-9443999999999990.0000000000,0.0341,85693.0000000000,0.655,hard
35224,60.0,0.13,0.872,247133.0,0.679,0.00746,0.3229999999999999,-10026.0000000000,0.156,11995296059529000.0000000000,0.948,hard
39144,55.0,0.152,0.555,-1.0,0.726,0.000178,0.14800000000000002,-8939.0000000000,0.0368,107719.0000000000,0.505,hard
38962,61.0,0.244,0.529,168853.0,0.847,0.0,0.205,-5513.0000000000,0.0482,93977.0000000000,0.69,hard
36593,53.0,0.917,0.561,228920.0,0.252,0.0,0.106,-9448.0000000000,0.0345,144226.0000000000,0.34600000000000003,hard
38352,53.0,0.00591,0.465,-1.0,0.812,0.0004940000000000001,0.408,-6398.0000000000,0.0467,146.2,0.8109999999999999,hard
38975,65.0,0.00318,0.5589999999999999,190760.0,0.9309999999999999,1.24e-05,0.0624,-58629999999999900.0000000000,0.0721,90911.0000000000,0.644,hard
39712,50.0,0.0125,0.264,287613.0,0.875,0.24,0.0925,-33710000000000000.0000000000,0.054000000000000006,11995296059529000.0000000000,0.2319999999999999,hard
35048,33.0,0.00938,0.473,214213.0,0.802,0.00141,0.392,-4966.0000000000,0.0322,11995296059529000.0000000000,0.6609999999999999,hard
38006,53.0,0.1639999999999999,0.552,295667.0,0.802,0.00114,0.13,-7479.0000000000,0.04,15280700000000000.0000000000,0.631,hard
35215,56.0,0.0293,0.647,219213.0,0.764,0.0,0.139,-4388.0000000000,0.0363,161416.0000000000,0.598,hard
35682,55.0,0.0276,0.684,238973.0,0.8370000000000001,2.98e-05,0.0627,-5.46,0.0307,115.94,0.565,hard
35359,54.0,0.0399,0.575,177960.0,0.985,0.0,0.166,-1038.0000000000,0.0743,11995296059529000.0000000000,0.47600000000000003,hard
36438,55.0,1.87e-05,0.409,258373.0,0.9740000000000001,0.11800000000000001,0.1159999999999999,-5274.0000000000,0.085,16600099999999900.0000000000,0.473,hard
35954,60.0,1.04e-05,0.545,209480.0,0.836,0.000129,0.413,-4029.0000000000,0.0281,105925.0000000000,0.449,hard
37848,67.0,0.0073799999999999,0.547,197053.0,0.804,0.0,0.0308,-5268.0000000000,0.0361,142016.0000000000,0.6659999999999999,hard
35582,68.0,0.129,0.662,209693.0,0.65,0.0,0.113,-5981.0000000000,0.0383,117992.0000000000,0.48100000000000004,hard
38933,67.0,0.0312,0.669,244760.0,0.914,8.92e-05,0.0483,-38339999999999900.0000000000,0.107,97021.0000000000,0.855,hard
35549,58.0,0.0198,0.467,185080.0,0.815,1.23e-06,0.11800000000000001,-79289999999999900.0000000000,0.0524,140047.0000000000,0.335,hard
35372,56.0,0.038,0.364,260609.0,0.46,0.00131,0.535,-8298.0000000000,0.0425,9312899999999990.0000000000,0.068,hard
36617,62.0,0.00963,0.639,246173.0,0.903,7.06e-05,0.174,-5013.0000000000,0.0371,135938.0000000000,0.96,hard
38555,52.0,0.00614,0.515,260160.0,0.912,0.177,0.157,-8547.0000000000,0.0693,107131.0000000000,0.596,hard
34608,28.0,0.0819999999999999,0.29100000000000004,210707.0,0.948,0.0117,0.968,-45169999999999900.0000000000,0.1009999999999999,16147299999999900.0000000000,0.5770000000000001,hard
11131,41.0,0.0118,0.8540000000000001,90667.0,0.493,0.012,0.10400000000000001,-9996.0000000000,0.10400000000000001,89984.0000000000,0.5820000000000001,hard
31867,35.0,0.239,0.556,198320.0,0.867,0.0,0.0874,-4904.0000000000,0.0321,13307299999999900.0000000000,0.81,hard
21483,40.0,0.373,0.6990000000000001,216533.0,0.6809999999999999,0.0,0.2739999999999999,-49830000000000000.0000000000,0.0306,131.99,0.8059999999999999,hard
10013,32.0,0.765,0.696,-1.0,0.617,0.6509999999999999,0.1119999999999999,-7973.0000000000,0.0297,131924.0000000000,0.47,hard
26307,54.0,0.0471,0.7979999999999999,190918.0,0.721,0.0,0.0626,-49639999999999900.0000000000,0.0927,104943.0000000000,0.41,hard
17737,45.0,0.000999,0.3379999999999999,554840.0,0.812,0.000139,0.11,-4816.0000000000,0.0346,160.03,0.317,hard
18299,51.0,0.425,0.436,154749.0,0.655,0.0,0.3929999999999999,-8152999999999990.0000000000,0.159,13971200000000000.0000000000,0.523,hard
33699,33.0,0.377,0.519,-1.0,0.374,0.0,0.0767,-8878.0000000000,0.0272,111336.0000000000,0.42200000000000004,hard
40351,26.0,0.9109999999999999,0.129,472933.0,0.0538,0.122,0.0602,-27769000000000000.0000000000,0.0359,9221799999999990.0000000000,0.0805,hard
49859,70.0,0.4039999999999999,0.629,-1.0,0.601,0.0,0.0582,-7507999999999990.0000000000,0.309,199921.0000000000,0.612,hard
47965,58.0,0.195,0.475,314493.0,0.757,0.0,0.37,-7307.0000000000,0.35700000000000004,11995296059529000.0000000000,0.0707,hard
23945,42.0,0.292,0.594,198467.0,0.718,0.0,0.0934,-5755.0000000000,0.0289,133993.0000000000,0.5489999999999999,hard
33321,38.0,0.733,0.54,-1.0,0.37,0.000932,0.0886,-12017000000000000.0000000000,0.0463,88.36,0.20800000000000002,hard
20226,55.0,0.1369999999999999,0.622,222187.0,0.519,0.0,0.0954,-7971.0000000000,0.0269,9008200000000000.0000000000,0.496,hard
12724,45.0,0.6629999999999999,0.665,297991.0,0.634,9.77e-05,0.127,-7811.0000000000,0.21,93.05,0.43,hard
3931,30.0,0.0145,0.519,234573.0,0.5760000000000001,0.392,0.201,-7705.0000000000,0.0289,139981.0000000000,0.1159999999999999,hard
47323,47.0,0.4039999999999999,0.467,157608.0,0.581,0.0,0.149,-9767999999999990.0000000000,0.456,9110799999999990.0000000000,0.152,hard
11821,48.0,0.449,0.667,149987.0,0.485,2.33e-06,0.0716,-7164.0000000000,0.0602,119161.0000000000,0.768,hard
5343,16.0,0.00883,0.4379999999999999,299053.0,0.9790000000000001,0.256,0.1689999999999999,-6269.0000000000,0.408,15297799999999900.0000000000,0.126,hard
21738,46.0,0.89,0.42,213253.0,0.426,0.0,0.919,-8648.0000000000,0.0274,11995296059529000.0000000000,0.489,hard
11477,52.0,0.6940000000000001,0.7709999999999999,252653.0,0.4579999999999999,0.00013700000000000002,0.0784,-7652.0000000000,0.0327,109089.0000000000,0.7070000000000001,hard
8932,12.0,0.000109,0.248,105820.0,0.9179999999999999,0.785,0.244,-5005.0000000000,0.107,11995296059529000.0000000000,0.34,hard
1388,51.0,0.308,0.4479999999999999,198400.0,0.627,0.0,0.159,-5657.0000000000,0.047,149756.0000000000,0.37,hard
23094,49.0,0.0049700000000000005,0.42,281080.0,0.635,0.000146,0.139,-5565.0000000000,0.031,165983.0000000000,0.20600000000000002,hard
20580,63.0,0.171,0.348,183640.0,0.87,4.4e-06,0.2019999999999999,-5.86,0.1369999999999999,8339200000000000.0000000000,0.763,hard
21010,47.0,0.0974,0.498,215240.0,0.88,0.0,0.341,-5098.0000000000,0.0379,76007.0000000000,0.764,hard
2729,38.0,0.0332,0.608,218624.0,0.938,0.0,0.31,-2681.0000000000,0.287,13419799999999900.0000000000,0.436,hard
16807,69.0,0.013000000000000001,0.649,208467.0,0.888,2.23e-06,0.0888,-48069999999999900.0000000000,0.0293,100975.0000000000,0.5529999999999999,hard
10217,37.0,0.6779999999999999,0.73,163933.0,0.43,1.99e-06,0.179,-8232000000000000.0000000000,0.0434,12347200000000000.0000000000,0.5720000000000001,hard
22001,38.0,0.00483,0.638,256440.0,0.42700000000000005,2.48e-06,0.146,-12994000000000000.0000000000,0.0756,169831.0000000000,0.5429999999999999,hard
41039,25.0,0.996,0.36,198053.0,0.0612,0.885,0.11,-25708000000000000.0000000000,0.0447,9286399999999990.0000000000,0.11,hard
8718,28.0,0.595,0.163,162027.0,0.44,0.909,0.142,-9873.0000000000,0.0436,154357.0000000000,0.126,hard
18027,73.0,0.000917,0.433,269373.0,0.9590000000000001,0.0,0.0279999999999999,-4.04,0.0431,11995296059529000.0000000000,0.365,hard
30512,47.0,0.17600000000000002,0.809,149013.0,0.701,0.0,0.184,-12484000000000000.0000000000,0.0574,105696.0000000000,0.563,hard
7487,13.0,0.0588,0.523,229720.0,0.843,0.000559,0.132,-3988.0000000000,0.0328,11995296059529000.0000000000,0.494,hard
14673,47.0,0.474,0.782,-1.0,0.7909999999999999,0.0012,0.0555,-63210000000000000.0000000000,0.0383,99992.0000000000,0.8190000000000001,hard
20417,51.0,0.2,0.42700000000000005,240733.0,0.883,0.0,0.105,-1936.0000000000,0.102,159.91,0.7240000000000001,hard
34559,64.0,0.795,0.631,188693.0,0.354,0.00010700000000000001,0.0879,-11112.0000000000,0.0313,73007.0000000000,0.522,hard
23571,39.0,0.156,0.529,-1.0,0.56,0.0299,0.155,-12972000000000000.0000000000,0.0329,104516.0000000000,0.866,hard
25728,60.0,0.00602,0.634,237027.0,0.845,5.29e-06,0.0598,-5058.0000000000,0.35200000000000004,94.0,0.929,hard
7738,43.0,0.0015300000000000001,0.196,331653.0,0.737,0.745,0.0865,-8961.0000000000,0.0728,9613799999999990.0000000000,0.0898,hard
42403,50.0,0.981,0.228,441013.0,0.498,0.8640000000000001,0.7040000000000001,-20596.0000000000,0.0533,79023.0000000000,0.358,hard
6708,24.0,0.11,0.626,368400.0,0.9940000000000001,0.0415,0.304,-28489999999999900.0000000000,0.0802,129993.0000000000,0.475,hard
2868,42.0,0.239,0.669,217778.0,0.736,0.000169,0.598,-32230000000000000.0000000000,0.0602,145061.0000000000,0.494,hard
24184,44.0,0.0101,0.698,212760.0,0.6759999999999999,2.57e-05,0.1119999999999999,-11717.0000000000,0.0277,116486.0000000000,0.961,hard
4162,23.0,0.0498,0.708,285427.0,0.447,140999999999.9990000000,0.273,-10714.0000000000,0.052000000000000005,102035.0000000000,0.626,hard
43998,0.0,0.986,0.3429999999999999,259040.0,0.0153,0.9079999999999999,0.18100000000000002,-30433000000000000.0000000000,0.0453,169.22,0.102,hard
18759,51.0,0.0258,0.445,-1.0,0.882,0.000808,0.0824,-4979.0000000000,0.109,144.28,0.573,hard
43721,36.0,0.937,0.0874,-1.0,0.0169,0.773,0.10800000000000001,-32245.0000000000,0.0478,85068.0000000000,0.05,hard
7330,25.0,0.00873,0.465,243020.0,0.981,0.0,0.354,-2366.0000000000,0.203,128093.0000000000,0.534,hard
31517,27.0,0.0182,0.35,184773.0,0.6579999999999999,3.79e-06,0.073,-6553.0000000000,0.0568,156295.0000000000,0.593,hard
33610,40.0,0.00010700000000000001,0.158,267400.0,0.742,0.6659999999999999,0.364,-6507999999999990.0000000000,0.0649,206863.0000000000,0.0653,hard
18685,49.0,2.58e-05,0.475,177427.0,0.753,0.0968,0.212,-5058.0000000000,0.214,162.92,0.672,hard
21701,57.0,0.00228,0.539,257080.0,0.7859999999999999,178999999999.9990000000,0.121,-48839999999999900.0000000000,0.0269,88969.0000000000,0.503,hard
13008,30.0,0.8320000000000001,0.184,329133.0,0.0917,0.94,0.1119999999999999,-17.91,0.0407,12720700000000000.0000000000,0.0331,hard
9561,38.0,0.0010199999999999,0.467,229027.0,0.973,0.0357,0.0528,-1236.0000000000,0.14300000000000002,9315299999999990.0000000000,0.445,hard
41733,33.0,0.8290000000000001,0.218,372187.0,0.244,0.93,0.129,-16472.0000000000,0.0404,8373899999999990.0000000000,0.06,hard
10192,43.0,0.61,0.568,-1.0,0.225,0.0577,0.0596,-16413.0000000000,0.0498,11995296059529000.0000000000,0.5920000000000001,hard
6740,27.0,0.0011,0.327,308080.0,0.972,0.0034799999999999,0.0817,-3489.0000000000,0.469,11995296059529000.0000000000,0.10300000000000001,hard
4630,43.0,0.0354,0.794,373377.0,0.625,0.871,0.0654,-8396.0000000000,0.0549,11399600000000000.0000000000,0.187,hard
7616,29.0,0.17600000000000002,0.609,344160.0,0.888,0.0,0.15,-28139999999999900.0000000000,0.036000000000000004,119959.0000000000,0.696,hard
15849,47.0,0.054000000000000006,0.48200000000000004,-1.0,0.627,2.99e-06,0.111,-5779.0000000000,0.03,9590299999999990.0000000000,0.17,hard
26759,52.0,0.059000000000000004,0.625,158108.0,0.6990000000000001,0.0,0.231,-10665.0000000000,0.478,14795600000000000.0000000000,0.381,hard
32519,30.0,0.1119999999999999,0.3939999999999999,325733.0,0.348,0.0257,0.294,-10197000000000000.0000000000,0.036000000000000004,12754299999999900.0000000000,0.5379999999999999,hard
8648,16.0,0.0246,0.545,225107.0,0.917,0.0,0.307,-2839.0000000000,0.0352,132.93,0.6509999999999999,hard
34943,64.0,0.914,0.5670000000000001,157893.0,0.159,0.0,0.111,-13648.0000000000,0.0331,14691299999999900.0000000000,0.436,hard
13365,46.0,0.71,0.623,383973.0,0.3279999999999999,0.344,0.105,-12949000000000000.0000000000,0.0382,74668.0000000000,0.696,hard
25447,56.0,3.98e-05,0.47600000000000003,181667.0,0.907,4.32e-06,0.353,-3938.0000000000,0.0593,96515.0000000000,0.303,hard
8721,13.0,0.826,0.153,205347.0,0.359,0.888,0.0816,-17719.0000000000,0.0384,8389399999999990.0000000000,0.313,hard
48293,55.0,0.547,0.562,241133.0,0.3939999999999999,0.0,0.3829999999999999,-9536.0000000000,0.239,76277.0000000000,0.292,hard
4855,33.0,0.0731,0.654,148267.0,0.726,0.8909999999999999,0.243,-54910000000000000.0000000000,0.0354,90969.0000000000,0.56,hard
8140,16.0,0.000286,0.527,92573.0,0.752,0.785,0.152,-5.76,0.0406,9501799999999990.0000000000,0.474,hard
46843,64.0,0.0217,0.858,247613.0,0.76,0.0,0.322,-7895.0000000000,0.254,9308200000000000.0000000000,0.951,hard
18788,47.0,0.326,0.6990000000000001,147107.0,0.59,0.0,0.10800000000000001,-4952.0000000000,0.215,144.88,0.812,hard
31742,28.0,0.7140000000000001,0.616,113813.0,0.18600000000000003,1.32e-06,0.166,-13757.0000000000,0.051,11974700000000000.0000000000,0.878,hard
8494,31.0,0.569,0.449,249600.0,0.871,1.93e-06,0.401,-2365.0000000000,0.0714,204048.0000000000,0.7859999999999999,hard
10378,38.0,0.11,0.418,318178.0,0.652,0.535,0.354,-11112.0000000000,0.0748,8045100000000000.0000000000,0.607,hard
12947,36.0,0.0335,0.6609999999999999,314080.0,0.5589999999999999,0.146,0.0822,-10.3,0.0336,95994.0000000000,0.602,hard
25659,55.0,0.126,0.779,217440.0,0.902,0.0,0.242,-2975.0000000000,0.1689999999999999,95321.0000000000,0.82,hard
30269,23.0,0.377,0.7340000000000001,180773.0,0.6759999999999999,0.221,0.741,-7273.0000000000,0.04,9451799999999990.0000000000,0.907,hard
25927,59.0,0.0887,0.691,272379.0,0.74,0.0,0.149,-58839999999999900.0000000000,0.298,78025.0000000000,0.41,rock
26948,52.0,0.0132,0.624,245947.0,0.684,0.0,0.113,-4745.0000000000,0.31,164.07,0.255,rock
16071,50.0,0.102,0.307,367160.0,0.40700000000000003,0.0571,0.10300000000000001,-8.25,0.0279999999999999,90255.0000000000,0.0433,rock
42137,0.0,0.9279999999999999,0.382,588400.0,0.161,0.5589999999999999,0.12,-19.09,0.0535,93319.0000000000,0.266,rock
42727,0.0,0.956,0.332,194053.0,0.188,0.929,0.1369999999999999,-20.45,0.0446,136.27,0.055,rock
48701,56.0,0.0563,0.892,-1.0,0.5379999999999999,0.0,0.303,-7042999999999990.0000000000,0.304,130129.0000000000,0.325,rock
13160,51.0,0.184,0.754,208867.0,0.8009999999999999,0.0,0.132,-5992000000000000.0000000000,0.35,11995296059529000.0000000000,0.391,rock
